patent_id,title,organization
6334589,Cyanate ester composites for oxygen containment,Lockheed Martin Corporation
6321930,Cryogenic tank joint,Lockheed Martin Corporation
6264144,Material assembly for an inflatable aerodynamic braking device for spacecraft deceleration and the like,Lockheed Martin Corporation
6290086,Cryogenic tank joint,Lockheed Martin Corporation
6290180,Photocatalytic coatings on optical solar reflectors to decompose organic contaminants,Lockheed Martin Corporation
6283412,Anti-slosh liquid propellant tank for launch vehicles,Lockheed Martin Corporation
6298786,Frangible access panel system,Lockheed Martin Corporation
9352855,Heat generating transfer orbit shield,Lockheed Martin Corporation
9315280,Heat pipe with axial wick,Lockheed Martin Corporation
9573702,Deployed radar panel for space situational awareness,Lockheed Martin Corporation
9505503,Reactants sprayed into plasma flow for rocket propulsion,Lockheed Martin Corporation
9464006,Nanoporous coating synthesis and apparatus,Lockheed Martin Corporation
9625712,Occulter for exoplanet exploration,Lockheed Martin Corporation
9669948,Side-by-side dual-launch arrangement with improved payload compatibility,Lockheed Martin Corporation
8960608,Deployable radiator having an increased view factor,Lockheed Martin Corporation
8967547,Spacecraft east-west radiator assembly,Lockheed Martin Corporation
8850746,Seal assembly with leak test components,Lockheed Martin Corporation
8820684,Spacecraft heat dissipation system,Lockheed Martin Corporation
8800932,Medium earth orbit constellation with simple satellite network topology,Lockheed Martin Corporation
8759666,Wavelength conversion photovoltaics,Lockheed Martin Corporation
9123850,Systems and methods for generating electric current from hyperthermal chemical reaction,Lockheed Martin Corporation
9114890,Thruster orbit control method and configuration,Lockheed Martin Corporation
9250043,System and method for early intercept ballistic missile defense,Lockheed Martin Corporation
9250312,High altitude radio frequency positioning system,Lockheed Martin Corporation
9296494,Thruster orbit control method and configuration,Lockheed Martin Corporation
8113468,Precision attitude control system for gimbaled thruster,Lockheed Martin Corporation
8115994,Scanning wide field telescope and method,Lockheed Martin Corporation
8123173,Attitude and antenna steering system and method for spacecraft,Lockheed Martin Corporation
8257826,Nanoporous coating synthesis and apparatus,Lockheed Martin Corporation
8714492,Non-interfering deployable radiator arrangement for geo spacecraft,Lockheed Martin Corporation
8715781,Nanoporous coating synthesis and apparatus,Lockheed Martin Corporation
8672065,Vehicle having an articulated suspension and method of using same,Lockheed Martin Corporation
8434712,Methods and apparatus for driving rotational elements of a vehicle,Lockheed Martin Corporation
8367178,Carbon phenolic ablative gap filler,Lockheed Martin Corporation
8371534,System for isolating vibration among a plurality of instruments,Lockheed Martin Corporation
8466397,Methods and apparatus for varying a trim of a vehicle,Lockheed Martin Corporation
8480241,Occulter for exoplanet exploration,Lockheed Martin Corporation
8515712,Information based optimal reduced state estimator for poorly conditioned estimation problems,Lockheed Martin Corporation
7835826,Attitude determination system for yaw-steering spacecraft,Lockheed Martin Corporation
7832687,"On-orbit storage, plane change, and injection to final orbit of space vehicles",Lockheed Martin Corporation
7832688,Optimized land mobile satellite configuration and steering,Lockheed Martin Corporation
7786925,Determination of the outline of an elevated object,Lockheed Martin Corporation
7762194,Apparatus comprising a payload ejection mechanism,Lockheed Martin Corporation
7762498,Enhanced high-efficiency spacecraft propulsion system,Lockheed Martin Corporation
7762499,Independent East/West thermal management system,Lockheed Martin Corporation
7669803,Optimized land mobile satellite system for north american coverage,Lockheed Martin Corporation
7693702,Visualizing space systems modeling using augmented reality,Lockheed Martin Corporation
7726426,Hub drive and method of using same,Lockheed Martin Corporation
7691452,Anti-contamination coated multi-layer insulation,Lockheed Martin Corporation
7720604,Stationkeeping optimization for inclined elliptical satellite orbit constellations,Lockheed Martin Corporation
7721997,"Method and system for providing cruciform steered, bent biconic and plasma suppression for maximum accuracy",Lockheed Martin Corporation
8019493,Spacecraft thruster torque feedforward calibration system,Lockheed Martin Corporation
8019494,Propellant management system and method for multiple booster rockets,Lockheed Martin Corporation
7988097,Precision attitude control system for gimbaled thruster,Lockheed Martin Corporation
7957854,Active vibration damping (AVD) system for precision pointing spacecraft,Lockheed Martin Corporation
7967256,Spacecraft battery thermal management system,Lockheed Martin Corporation
7946533,Optimized land mobile satellite system for North American coverage,Lockheed Martin Corporation
7931962,Pyrolizing flexible ablator material,Lockheed Martin Corporation
7874520,"Satellite with deployable, articulatable thermal radiators",Lockheed Martin Corporation
7917256,Active vibration damping (AVD) system for precision pointing spacecraft,Lockheed Martin Corporation
7919167,Carbon-phenolic ablator monoliths and their methods of manufacture,Lockheed Martin Corporation
7357356,Attitude and antenna steering system for geosynchronous earth orbit (GEO) spacecraft,Lockheed Martin Corporation
7376496,Spacecraft magnetic momentum control system,Lockheed Martin Corporation
7464898,Precision thrust/sun tracking attitude control system for gimbaled thruster,Lockheed Martin Corporation
7474249,Systems and methods for dedicating power to a radar module,Lockheed Martin Corporation
7477966,Propellant management system and method for multiple booster rockets,Lockheed Martin Corporation
7513462,Satellite equipment mounting panel,Lockheed Martin Corporation
7624948,Optimized land mobile satellite configuration and steering method,Lockheed Martin Corporation
7631839,Enhanced multiple instrument distributed aperture sensor,Lockheed Martin Corporation
7654490,Precision attitude control system for gimbaled thruster,Lockheed Martin Corporation
9889951,Spacecraft east-west radiator assembly,Lockheed Martin Corporation
9914550,Reusable resupply systems and methods,Lockheed Martin Corporation
9921099,Spherical occulter coronagraph cubesat,NASA
9938023,System and method for an integrated satellite platform,NASA
9944410,System and method for air launch from a towed aircraft,NASA
8662213,Locomotion of amorphous surface robots,NASA
8668168,Space vehicle valve system,NASA
8694183,Partial automated alignment and integration system,NASA
8697216,"Systems, apparatuses, and methods for using durable adhesively bonded joints for sandwich structures",NASA
8468794,Electric propulsion apparatus,NASA
8498756,Movable ground based recovery system for reuseable space flight hardware,NASA
8236413,Combination structural support and thermal protection system,NASA
8196858,Aircraft configured for flight in an atmosphere having low density,NASA
8251312,Method and system for control of upstream flowfields of vehicle in supersonic or hypersonic atmospheric flight,NASA
8163243,Zero-G condensing heat exchanger with integral disinfection,NASA
8122646,Method and apparatus for an inflatable shell,NASA
8070105,Inflatable nested toroid structure,NASA
8090484,Orientation control method and system for object in motion,NASA
8047472,Ram booster,NASA
8047473,Connecting node and method for constructing a connecting node,NASA
7662459,Versatile honeycomb matrix heat shield,NASA
7513459,"Method and associated apparatus for capturing, servicing, and de-orbiting earth satellites using robotics",NASA
7513460,"Method and associated apparatus for capturing, servicing, and de-orbiting earth satellites using robotics",NASA
7543779,Low-impact mating system,NASA
7540143,Boiler and pressure balls monopropellant thermal rocket engine,NASA
7515257,Short-range/long-range integrated target (SLIT) for video guidance sensor rendezvous and docking,NASA
7438264,"Method and associated apparatus for capturing, servicing and de-orbiting earth satellites using robotics",NASA
7431242,Re-entry vehicle shape for enhanced performance,NASA
7924415,Apparatus and method for a light direction sensor,NASA
7878348,Robotic-movement payload lifter and manipulator,NASA
8002219,Multi-functional annular fairing for coupling launch abort motor to space vehicle,NASA
7735265,Foam rigidized inflatable structural assemblies,NASA
7686529,Two-axis joint assembly and method,NASA
7767305,High efficiency tantalum-based ceramic composite structures,NASA
7815149,Magnetic capture docking mechanism,NASA
7840387,System and method of designing a load bearing layer that interfaces to a structural pass-through of an inflatable vessel,NASA
9494143,Ion propulsion thruster including a plurality of ion optic electrode pairs,NASA
9592923,Flexible ablators,NASA
9546008,Miniature release mechanism or diminutive assembly for nanosatellite deployables (DANY),NASA
9555905,"System, apparatus, and method for active debris removal",NASA
9370918,Methods for using durable adhesively bonded joints for sandwich structures,NASA
9382020,Deep space positioning system,NASA
9365302,Multi-dimensional damage detection,NASA
9434486,System and apparatus for deploying a satellite,NASA
9440752,Modification of surface density of a porous medium,NASA
9141113,Probabilistic surface characterization for safe landing hazard detection and avoidance (HDA),NASA
9168659,Tension stiffened and tendon actuated manipulator,NASA
9051063,Space vehicle heat shield having edgewise strips of ablative material,NASA
9052236,Method for ground-to-satellite laser calibration system,NASA
9297368,Multi-thruster propulsion apparatus,NASA
9233765,Multi-dimensional damage detection,NASA
9229451,Locomotion of amorphous surface robots,NASA
9194977,Active response gravity offload and method,NASA
8733706,"Transformable and reconfigurable entry, descent and landing systems and methods",NASA
8767210,Method for ground-to-space laser calibration system,NASA
9021782,Aerospace laser ignition/ablation variable high precision thruster,NASA
5657795,Method to produce flexible ceramic thermal protection system resistant to high aeroacoustic noise,NASA
5568366,Compact solar simulator with a small subtense angle and controlled magnification optics,NASA
5744252,Flexible ceramic-metal insulation composite and method of making,NASA
5738308,Ion thruster support and positioning system,NASA
5735488,Method and apparatus for coupling space vehicles,NASA
5705012,Method for molding planar billet of thermally insulative material into predetermined non-planar shape,NASA
5697108,Suitlock docking mechanism,NASA
5689951,Method and apparatus for pressure pulse arcjet starting,NASA
5672389,Low-density resin impregnated ceramic article and method for making the same,NASA
5407152,Pre-integrated truss space station and method of assembly,NASA
5401069,Inflatable rescue device,NASA
5392844,Quick connect coupling,NASA
5396815,Suspension system for gimbal supported scanning payloads,NASA
5397244,Preload release mechanism,NASA
5441221,Heavy-lift vehicle-launched space station method and apparatus,NASA
5443247,Tuneable rotating unbalanced mass device,NASA
5436075,Silicon carbide sewing thread,NASA
5540046,Method and apparatus for pressure pulse arcjet starting,NASA
5536562,Low-density resin impregnated ceramic article having an average density of 0.15 to 0.40 g/cc,NASA
5538766,Method for retarding oxidation of an organic substrate,NASA
5545273,Hybrid flexible and rigid ceramic insulation,NASA
5531093,Means for positioning and repositioning scanning instruments,NASA
5449211,Grapple fixture for use with electromagnetic attachment mechanism,NASA
5490075,Global positioning system synchronized active light autonomous docking system,NASA
5167464,"High-repeatability, robot friendly, ORU interface",NASA
5143327,Integrated launch and emergency vehicle system,NASA
5145130,Robot serviced space facility,NASA
5145227,Electromagnetic attachment mechanism,NASA
5174772,Work attachment mechanism/work attachment fixture,NASA
5186567,Quick-connect fasteners for assembling devices in space,NASA
5190246,Shuttle orbiter with telescoping main propulsion unit and payload,NASA
5190392,Robot-friendly connector,NASA
5219318,Spline screw autochanger,NASA
5217185,Ablative shielding for hypervelocity projectiles,NASA
5092545,Method of delivering lunar generated fluid to earth orbit using an external tank,NASA
5086828,Lunar radiator shade,NASA
5084645,Electrorepulsive actuator,NASA
5067388,Hypervelocity impact shield,NASA
5070964,End effector with astronaut foot restraint,NASA
5071091,Load limiting energy absorbing lightweight debris catcher,NASA
5112154,Connection space reduction mechanism,NASA
5129600,"Rotating-unbalanced-mass devices and methods for scanning balloon-borne-experiments, free-flying spacecraft, and space shuttle/space station attached experiments",NASA
5125601,Payload retention device,NASA
5127131,Removable hand hold,NASA
5109345,Closed-loop autonomous docking system,NASA
5334965,Superconductive material and magnetic field for damping and levitation support and damping of cryogenic instruments,NASA
5335881,Attachment device,NASA
5366181,Landing gear energy absorption system,NASA
5366384,Service equipment for use in hostile environments,NASA
5369953,Three-grid accelerator system for an ion propulsion engine,NASA
5312685,Atomic oxygen protective coating with resistance to undercutting at defect sites,NASA
5326186,Robot friendly probe and socket assembly,NASA
5261819,Apparatus for simulating an exoatmospheric structure,NASA
5265829,Tetrahedral lander,NASA
5265994,Mold bolt and means for achieving close tolerances between bolts and bolt holes,NASA
5260639,Method for remotely powering a device such as a lunar rover,NASA
5261482,Cooling apparatus and couplings therefor,NASA
5290121,System for the installation and replacement of components in hostile environments,NASA
5277959,Composite flexible blanket insulation,NASA
5279092,Pressure wall patch,NASA
5279482,"Fingered bola body, bola with same, and methods of use",NASA
5241836,Patch for radiative coolers,NASA
5242134,Space station trash removal system,NASA
5242339,Apparatus and method for measuring subject work rate on an exercise device,NASA
5254837,Thermally activated retainer means utilizing shape memory alloy,NASA
5244406,Spline screw payload fastening system,NASA
5244508,Self-deploying photovoltaic power system,NASA
4582277,Magnetic spin reduction system for free spinning objects,NASA
4582289,Self indexing latch system,NASA
4579302,Shuttle-launch triangular space station,NASA
4554905,Space probe/satellite ejection apparatus for spacecraft,NASA
4593415,Torso sizing ring construction for hard space suit,NASA
4594734,Shoulder and hip joint for hard space suits,NASA
4598427,Elbow and knee joint for hard space suits,NASA
4598428,Shoulder and hip joints for hard space suits and the like,NASA
4585191,Propulsion apparatus and method using boil-off gas from a cryogenic liquid,NASA
4587526,Latching mechanism for deployable/re-stowable columns useful in satellite construction,NASA
4557444,Aerospace vehicle,NASA
4558967,Joint for deployable structures,NASA
4536114,Variable length strut with longitudinal compliance and locking capability,NASA
4518277,Self-locking mechanical center joint,NASA
4520601,Mechanical fastener,NASA
4439968,Pre-stressed thermal protection systems,NASA
4512678,Slide release mechanism,NASA
4508296,Hemispherical latching apparatus,NASA
4637447,Sun shield,NASA
4664344,Apparatus and method of capturing an orbiting spacecraft,NASA
4677803,Deployable geodesic truss structure,NASA
4635773,Non-backdriveable free wheeling coupling,NASA
4604844,Deployable M-braced truss structure,NASA
4615637,Foldable self-erecting joint,NASA
4718709,Orbital maneuvering vehicle end effectors,NASA
4713275,Ceramic/ceramic shell tile thermal protection system and method thereof,NASA
4723800,Bi-stem gripping apparatus,NASA
4723734,Space ultra-vacuum facility and method of operation,NASA
4682745,Preloadable vector sensitive latch,NASA
4685535,Mobile remote manipulator vehicle system,NASA
4687048,Monogroove cold plate,NASA
4703967,Self-locking double retention redundant pull pin release,NASA
4111851,Electrically conductive thermal control coatings,NASA
4122991,Apparatus for assembling space structure,NASA
4124732,Thermal insulation attaching means,NASA
4151612,Spacesuit mobility knee joints,NASA
4151800,Thermal insulation protection means,NASA
4156548,Magnetic suspension and pointing system,NASA
4162701,Thermal control canister,NASA
4173324,Coupling device for moving vehicles,NASA
4219171,Device for coupling a first vehicle to a second vehicle,NASA
4193570,Active nutation controller,NASA
4083520,Tetherline system for orbiting satellites,NASA
4077921,Sprayable low density ablator and application process,NASA
4088018,Magnetic suspension and pointing system,NASA
4091464,Spacesuit mobility joints,NASA
4091465,Spacesuit torso closure,NASA
4095593,Cooling system for removing metabolic heat from an hermetically sealed spacesuit,NASA
4018409,Combined docking and grasping device,NASA
4012018,All sky pointing attitude control system,NASA
3984072,Attitude control system,NASA
3948470,System for imposing directional stability on a rocket-propelled vehicle,NASA
4008348,Particulate and solar radiation stable coating for spacecraft,NASA
4381583,Beam connector apparatus and assembly,NASA
4386750,Method of damping nutation motion with minimum spin axis attitude disturbance,NASA
4391423,Satellite retrieval system,NASA
4431333,Apparatus for releasably connecting first and second objects in predetermined space relationship,NASA
4420035,Thermal control system,NASA
4421700,"Method and technique for installing light-weight, fragile, high-temperature fiber insulation",NASA
4451017,Three stage rocket vehicle with parallel staging,NASA
4452412,Space shuttle with rail system and aft thrust structure securing solid rocket boosters to external tank,NASA
4456208,Shell tile thermal protection system,NASA
4373003,High temperature silicon carbide impregnated insulating fabrics,NASA
4358480,Method of repairing surface damage to porous refractory substrates,NASA
4377266,Electrical rotary joint apparatus for large space structures,NASA
4259821,Lightweight structural columns,NASA
4237662,"Structural members, method and apparatus",NASA
4240601,Method for observing the features characterizing the surface of a land mass,NASA
4273505,Pneumatic inflatable end effector,NASA
4265416,Orbiter/launch system,NASA
4292375,Superplastically formed diffusion bonded metallic structure,NASA
5016418,Synchronously deployable double fold beam and planar truss structure,NASA
5005787,Method and apparatus for bio-regenerative life support system,NASA
5014917,"High-temperature, flexible, thermal barrier seal",NASA
5020743,Nano-G research laboratory for a spacecraft,NASA
5020876,Standard remote manipulator system docking target augmentation for automated docking,NASA
4971474,Quick connect coupling,NASA
4991799,Orbital debris sweeper and method,NASA
4998842,Overcenter collet space station truss fastener,NASA
5001924,Volumetric measurement of tank volume,NASA
5046395,Two fault tolerant toggle-hook release,NASA
5026008,Fluid-loop reaction system,NASA
5038473,Power saw,NASA
5038693,Composite flexible blanket insulation,NASA
5031857,Two-stage earth-to-orbit transport with translating oblique wings for booster recovery,NASA
4984457,Tank gauging apparatus and method,NASA
4963052,Mechanical end joint system for connecting structural column elements,NASA
4964300,"Method and apparatus for determining time, direction and composition of impacting space particles",NASA
4956996,Tank gauging apparatus and method,NASA
4932807,Clevis joint for deployable space structures,NASA
4937891,Valve for waste collection and storage,NASA
4942632,Method for waste collection and storage,NASA
4921292,Magnetic attachment mechanism,NASA
4913225,Liquid sheet radiator apparatus,NASA
4915325,Full body restraint system,NASA
4903918,Raked circular-cone aerobraking orbital transfer vehicle,NASA
4896849,Sample levitation and melt in microgravity,NASA
4898348,Docking system for spacecraft,NASA
4776541,Fluidic momentum controller,NASA
4809936,Space module assembly apparatus with docking alignment flexibility and restraint,NASA
4817895,Aerobraking orbital transfer vehicle,NASA
4805368,Expandable pallet for space station interface attachments,NASA
4807834,"Space station architecture, module, berthing hub, shell assembly, berthing mechanism and utility connection channel",NASA
4770232,Gas particle radiator,NASA
4771518,"Tapered, tubular polyester fabric",NASA
4772175,Space station erectable manipulator placement system,NASA
4763459,Collet lock joint for space station truss,NASA
4765114,Expandable pallet for space station interface attachments,NASA
4757767,Mobile remote manipulator system for a tetrahedral truss,NASA
4728060,"Space station architecture, module, berthing hub, shell assembly, berthing mechanism and utility connection channel",NASA
4738583,Space spider crane,NASA
4732353,Three axis attitude control system,NASA
4830097,Space vehicle thermal rejection system,NASA
4842223,Hatch cover,NASA
4848778,Twist seal for high-pressure vessels such as space shuttle rocket motors,NASA
4836081,Toggle release,NASA
4887749,Don/Doff support stand for use with rear entry space suits,NASA
4887780,Orbiter escape pole,NASA
4890918,Docking alignment system,NASA
4877689,High temperature insulation barrier composite,NASA
4865270,Passive zero-gravity leg restraint,NASA
4870709,Apparatus for waste collection and storage,NASA
4858857,Docking mechanism for spacecraft,NASA
4860971,Emergency egress fixed rocket package,NASA
4860974,Payload deployment method and system,NASA
4860975,Smart tunnel - docking mechanism,NASA
6565044,Combination solar sail and electrodynamic tether propulsion system,NASA
6702300,High temperature seal for large structural movements,NASA
6726153,"Photon momentum transfer plane for asteroid, meteoroid, and comet orbit shaping",NASA
6538796,MEMS device for spacecraft thermal control applications,NASA
7118074,Electrodynamic tether,NASA
7290737,Nonsurvivable momentum exchange system,NASA
7293743,"Method and associated apparatus for capturing, servicing, and de-orbiting earth satellites using robotics",NASA
7295884,System and method of designing a load bearing layer of an inflatable vessel,NASA
7240879,"Method and associated apparatus for capturing, servicing and de-orbiting earth satellites using robotics",NASA
6739555,"Reusable module for the storage, transportation, and supply of multiple propellants in a space environment",NASA
6775600,Systems and methods for determining a spacecraft orientation,NASA
6892989,Method for reducing the drag of blunt-based vehicles by adaptively increasing forebody roughness,NASA
6939610,Thermal insulating coating for spacecrafts,NASA
6354540,"Androgynous, reconfigurable closed loop feedback controlled low impact docking system with load sensing electromagnetic capture ring",NASA
6367243,Atomic-based combined cycle propulsion system and method,NASA
6312398,Actuator for flexing a resilient covering,NASA
6227495,Synchronized autonomous docking system,NASA
6231010,Advanced structural and inflatable hybrid spacecraft module,NASA
6254035,Synchronized docking system,NASA
6170404,Pressure-driven magnetically-coupled conveyance,NASA
5946931,Evaporative cooling membrane device,NASA
5934068,Method and apparatus for pressure pulse arcjet starting,NASA
5893533,Combination space station handrail clamp and pointing device,NASA
5903462,"Computer implemented method, and apparatus for controlling a hand-held tool",NASA
5814397,Method for waterproofing ceramic materials,NASA
5803406,Integrated thermal insulation system for spacecraft,NASA
5772154,Leading edge heat shield for wings of spacecraft,NASA
6091345,Synchronized target subsystem for automated docking systems,NASA
6061611,Closed-form integrator for the quaternion (euler angle) kinematics equations,NASA
4725766,Multiple spoke energy storage system for space environment,The Boeing Company
4648227,Low shock explosive joint systems,The Boeing Company
4504031,Aerodynamic braking and recovery method for a space vehicle,The Boeing Company
4518137,Aerodynamic braking system for a space vehicle,The Boeing Company
4282394,Underwing reflector solar array,The Boeing Company
4802639,Horizontal-takeoff transatmospheric launch system,The Boeing Company
4735382,Space craft cellular energy generating and storage device,The Boeing Company
4880050,Thermal management system,The Boeing Company
4832755,Glass encapsulation of solar cell arrays to minimize voltage/plasma interaction effects in a space environment,The Boeing Company
5021099,Solar cell interconnection and packaging using tape carrier,The Boeing Company
5022393,Apparatus for warning a pilot of life-support system failures,The Boeing Company
4900078,Gripping device utilizing a shape memory alloy,The Boeing Company
5454074,Electronic checklist system,The Boeing Company
5245993,Pilot's ensemble with integrated threat protection,The Boeing Company
5322725,Thermal protection system,The Boeing Company
6159271,Method and system for orienting diamagnetic liquid with respect to a gas in a low gravity environment,The Boeing Company
6220287,Baffle for suppressing slosh in a tank and a tank for incorporating same,The Boeing Company
6182927,Medium earth orbit augmentation of a global positioning system for global navigation,The Boeing Company
6310336,Architecture for processing wide field-of view sun sensor signals for satellite applications,The Boeing Company
6311476,Integral propulsion and power radiant cavity receiver,The Boeing Company
6298289,Integrated spacecraft control system and method,The Boeing Company
6311931,Bi-directional momentum bias spacecraft attitude control,The Boeing Company
6313396,Lightweight solar module and method of fabrication,The Boeing Company
6296206,"Cantilever, bi-level platform satellite dispenser",The Boeing Company
6299106,Thermal insulation utilizing a low profile snap fastener,The Boeing Company
6293499,"Modular, producible, testable and serviceable spacecraft design",The Boeing Company
6282467,Three-axis inertial attitude determination for spinning spacecraft,The Boeing Company
6266030,Flexible self-actuated structure and associated method,The Boeing Company
6374618,Cryogenic fluid supply from supercritical storage system,The Boeing Company
6357698,Twin lobe spacecraft dispenser apparatus and method,The Boeing Company
6357699,Device for controlled release of tension,The Boeing Company
6351939,"Swirling, impinging sheet injector",The Boeing Company
5928437,Microarray for efficient energy generation for satellites,The Boeing Company
5928752,Quick installation-removal thermal insulation blanket for space craft,The Boeing Company
5848767,One piece spacecraft frame,The Boeing Company
6007026,Quick installation-removal thermal insulation blanket for space craft,The Boeing Company
6027072,Payload chamber cooling system,The Boeing Company
6042057,Aerodynamically actuated magnetic ascent vent cover,The Boeing Company
6456371,Attitude determination with earth horizon-crossing indicators and relative-attitude propagation,The Boeing Company
6460809,Spacecraft methods and systems for autonomous correction of star tracker charge-transfer-efficiency errors,The Boeing Company
6476314,Solar tile and associated method for fabricating the same,The Boeing Company
6478259,"Spacecraft protected by a coating including pyroelectric/ferroelectric particles, and the coating material",The Boeing Company
6470270,Lost-in-space stellar attitude acquisition using multiple star trackers,The Boeing Company
6435457,"Thruster systems for spacecraft station changing, station keeping and momentum dumping",The Boeing Company
6421998,Thruster device responsive to solar radiation,The Boeing Company
6416018,Satellite dispenser,The Boeing Company
6450455,Method and sensor for capturing rate and position and stabilization of a satellite using at least one focal plane,The Boeing Company
6508438,Spacecraft orbit control using orbit position feedback,The Boeing Company
6511020,Method for limiting interference between satellite communications systems,The Boeing Company
6512979,Lost-in-space stellar attitude acquisition using multiple star trackers,The Boeing Company
6505794,Large thermal protection system panel,The Boeing Company
6488237,Propellant cross-feed system and method,The Boeing Company
6550721,Safing mode for high momentum states in body stabilized spacecraft,The Boeing Company
6726152,Satellite communications system,The Boeing Company
6718762,Contingency hydraulic power unit,The Boeing Company
6712542,Apparatus and method for altering the tension of a clampband,The Boeing Company
6708928,Variable spacer for a separation system of a launch vehicle,The Boeing Company
6712318,Impact resistant surface insulation tile for a space vehicle and associated protection method,The Boeing Company
6695261,Shock isolation system for spacecraft fairing,The Boeing Company
6695262,Spacecraft methods and structures for enhanced service-attitude accuracy,The Boeing Company
6666409,"Crewed on-orbit, returnable, and reusable space vehicle",The Boeing Company
6659396,Arch wing and forward steering for an advanced air vehicle,The Boeing Company
6634603,Magnetic dipole tractor beam control system,The Boeing Company
6684569,Self-closing access door,The Boeing Company
6681159,Spacecraft methods and structures with enhanced attitude control that facilitates gyroscope substitutions,The Boeing Company
6676077,High temperature resistant airfoil apparatus for a hypersonic space vehicle,The Boeing Company
6676087,Spacecraft methods and structures with beacon-receiving field-of-view matched to beacon station window,The Boeing Company
6566640,System and method for autonomous correction of star tracker high spatial frequency (HSF) error,The Boeing Company
6568639,Autonomous orbit transfer vehicle,The Boeing Company
6571156,Spacecraft power acquisition procedure and method for wing-deployed configuration,The Boeing Company
6571624,Low gravity liquid level sensor rake,The Boeing Company
6561462,Spacecraft power/sun aquistion algorithm using slit sun sensors,The Boeing Company
6565043,Redundant system for satellite inclination control with electric thrusters,The Boeing Company
6557803,"Crewed on-orbit, returnable, and reusable space vehicle",The Boeing Company
6557804,Rotating solar concentrator,The Boeing Company
6594984,Combined thrust and power generator for a satellite,The Boeing Company
6595469,Attitude control methods and systems for multiple-payload spacecraft,The Boeing Company
6595470,Deployable radiator with flexible line loop,The Boeing Company
6588708,Spacecraft methods and structures for acquiring and determining power-safe attitudes,The Boeing Company
6581883,Extendable/retractable bi-fold solar array,The Boeing Company
6591867,Variable-gravity anti-vortex and vapor-ingestion-suppression device,The Boeing Company
6607167,Spacecraft thermal shock suppression system,The Boeing Company
6609681,Method and apparatus for damping vibration,The Boeing Company
6599655,Procedure for performing battery reconditioning on a space vehicle designed with one battery,The Boeing Company
6615117,Attitude determination system and method with outer-loop gyro scale-factor non-linearity calibration,The Boeing Company
6776372,Method of operating a satellite for end-of-life maneuvers,The Boeing Company
6766227,Attitude-acquisition methods and systems for controlled spacecraft attitude,The Boeing Company
6762716,Digital beacon asymmetry and quantization compensation,The Boeing Company
6742325,Method of generating thrust and electrical power from an optical solar image,The Boeing Company
6823679,Anti-icing fluid injection nozzle,The Boeing Company
6845949,System and methods for integrating a payload with a launch vehicle,The Boeing Company
6840275,Variable-gravity anti-vortex and vapor-ingestion-suppression device,The Boeing Company
6844057,Method for secondarily bonding a ceramic matrix composite layer to a flexible insulation blanket and an insulation blanket produced thereby,The Boeing Company
6844703,Battery cell balancing system,The Boeing Company
6793183,Integral node tubular spaceframe,The Boeing Company
6786669,Positive lock quick release pin,The Boeing Company
6932302,Reusable launch system,The Boeing Company
6914022,Reusable surface insulation containing polybenzazole,The Boeing Company
6917861,Method and apparatus for stepping space craft mechanisms at low disturbance rates,The Boeing Company
6910660,Laser guidance system,The Boeing Company
6921048,Method and apparatus for minimizing solar array sun tracking disturbance by north and south solar array wing cancellation,The Boeing Company
6921049,System for counteracting a disturbance in a spacecraft,The Boeing Company
6938679,Heat transport apparatus,The Boeing Company
6964396,Automatic accel voltage tracking system for an ion thruster,The Boeing Company
6892986,Satellite constellations using nodally-adjusted repeating ground track orbits,The Boeing Company
6905097,Launch vehicle payload carrier and related methods,The Boeing Company
6906253,Method for fabricating a solar tile,The Boeing Company
6852271,Flexible insulation blanket having secondarily bonded ceramic matrix composite layer,The Boeing Company
6860451,Spacecraft spin axis reorientation method,The Boeing Company
6863244,Mitigation of angular acceleration effects on optical sensor data,The Boeing Company
6866231,Method for limiting interference between satellite communications systems,The Boeing Company
6867391,Control system for electrostatic discharge mitigation,The Boeing Company
7258306,Thermal deformation determination for payload pointing using space-based beacon,The Boeing Company
7260456,Pixel-frequency slews and filters for star data measurements,The Boeing Company
7261038,Low shock separation joint and method therefor,The Boeing Company
7232093,Cooled insulation surface temperature control system,The Boeing Company
7221316,Control segment-based lever-arm correction via curve fitting for high accuracy navigation,The Boeing Company
7246777,"Method, apparatus, and computer program product for safe exit maneuver from dimensionally extended rotating space vehicle",The Boeing Company
7275720,Actively cooled ceramic thermal protection system,The Boeing Company
7149610,Momentum estimator for on-station momentum control,The Boeing Company
7228231,Multiple stayout zones for ground-based bright object exclusion,The Boeing Company
7229048,Aerodynamic control of a hypersonic entry vehicle,The Boeing Company
7219014,Method and apparatus for real-time star exclusion from a database,The Boeing Company
7142981,"Laser range finder closed-loop pointing technology of relative navigation, attitude determination, pointing and tracking for spacecraft rendezvous",The Boeing Company
7134630,Thermal deformation determination for payload pointing using space-based beacon,The Boeing Company
7136752,Method and apparatus for on-board autonomous pair catalog generation,The Boeing Company
7114684,"Method, apparatus, and computer program product for safe exit maneuver from dimensionally extended rotating space vehicle",The Boeing Company
7124001,Relative attitude estimator for multi-payload attitude determination,The Boeing Company
7127994,Low shock separation joint,The Boeing Company
7128532,Transpiration cooling system,The Boeing Company
7059571,Deployable spacecraft mount for electric propulsion,The Boeing Company
7062363,Refinement of spacecraft angular velocity and attitude estimates using star data,The Boeing Company
